scen,bev_type,SSB_status,cont_type,impact_type,item,value
scen6_2,juice,SSB,carton,ghg,bev,637602.5050491269
scen6_2,juice,SSB,carton,h2o,bev,169933.5824489959
scen6_2,juice,SSB,bag_in_box,ghg,bev,61062579.455400825
scen6_2,juice,SSB,bag_in_box,h2o,bev,16274375.960353557
scen6_2,milk_almond,non_SSB,carton,ghg,bev,154191.9882958
scen6_2,milk_almond,non_SSB,carton,h2o,bev,62305.855873299995
scen6_2,milk_almond,SSB,plastic,ghg,bev,2424172.147215311
scen6_2,milk_almond,SSB,plastic,h2o,bev,1013211.577635162
scen6_2,milk_almond,SSB,carton,ghg,bev,18569900.806836892
scen6_2,milk_almond,SSB,carton,h2o,bev,7761510.878935339
scen6_2,milk_an,non_SSB,plastic,ghg,bev,65238295.370649494
scen6_2,milk_an,non_SSB,plastic,h2o,bev,29976759.34289654
scen6_2,milk_an,non_SSB,carton,ghg,bev,1863006.176983306
scen6_2,milk_an,non_SSB,carton,h2o,bev,856044.559479456
scen6_2,milk_an,SSB,plastic,ghg,bev,513057.2332082786
scen6_2,milk_an,SSB,plastic,h2o,bev,239809.33966949323
scen6_2,milk_an,SSB,carton,ghg,bev,383510.57205547317
scen6_2,milk_an,SSB,carton,h2o,bev,179257.6170611303
scen6_2,milk_an,SSB,bag_in_box,ghg,bev,26555886.837861847
scen6_2,milk_an,SSB,bag_in_box,h2o,bev,12412552.196374878
scen6_2,milk_other_plant,SSB,carton,ghg,bev,1102761.6216373825
scen6_2,milk_other_plant,SSB,carton,h2o,bev,186641.92604202018
scen6_2,milk_other_plant,SSB,bag_in_box,ghg,bev,2419046.5381421177
scen6_2,milk_other_plant,SSB,bag_in_box,h2o,bev,409422.57710577984
scen6_2,milk_soy,non_SSB,carton,ghg,bev,6396653.501111302
scen6_2,milk_soy,non_SSB,carton,h2o,bev,105678.12471650002
scen6_2,milk_soy,SSB,carton,ghg,bev,19917868.104804
scen6_2,milk_soy,SSB,carton,h2o,bev,966314.0697799999
scen6_2,probiotic,non_SSB,plastic,ghg,bev,113338.67810432999
scen6_2,probiotic,non_SSB,plastic,h2o,bev,19648.51320096
scen6_2,probiotic,SSB,glass,ghg,bev,1560368.5879712002
scen6_2,probiotic,SSB,glass,h2o,bev,332478.45357440005
scen6_2,soda,non_SSB,alum_can,ghg,bev,1140437.1409053612
scen6_2,soda,non_SSB,alum_can,h2o,bev,501248.5539532657
scen6_2,soda,non_SSB,glass,ghg,bev,141826.23364286986
scen6_2,soda,non_SSB,glass,h2o,bev,62335.916620261945
scen6_2,soda,non_SSB,plastic,ghg,bev,919036.9603669201
scen6_2,soda,non_SSB,plastic,h2o,bev,403938.04348375887
scen6_2,soda,non_SSB,bag_in_box,ghg,bev,1762504.6450613493
scen6_2,soda,non_SSB,bag_in_box,h2o,bev,774661.6389322138
scen6_2,soda,SSB,alum_can,ghg,bev,1349235.450941157
scen6_2,soda,SSB,alum_can,h2o,bev,976316.0531739675
scen6_2,soda,SSB,glass,ghg,bev,135734.3745773191
scen6_2,soda,SSB,glass,h2o,bev,98218.32710882762
scen6_2,soda,SSB,plastic,ghg,bev,3367285.5562387775
scen6_2,soda,SSB,plastic,h2o,bev,2436590.9907596456
scen6_2,soda,SSB,carton,ghg,bev,321.98873550158055
scen6_2,soda,SSB,carton,h2o,bev,232.99326384590358
scen6_2,soda,SSB,bag_in_box,ghg,bev,19409683.697447244
scen6_2,soda,SSB,bag_in_box,h2o,bev,14044980.63523921
scen6_2,tea,non_SSB,alum_can,ghg,bev,72039.50022030232
scen6_2,tea,non_SSB,alum_can,h2o,bev,9155.036319310755
scen6_2,tea,non_SSB,glass,ghg,bev,149320.00248078653
scen6_2,tea,non_SSB,glass,h2o,bev,18976.117848273378
scen6_2,tea,non_SSB,plastic,ghg,bev,409953.0171099522
scen6_2,tea,non_SSB,plastic,h2o,bev,52098.28981843658
scen6_2,tea,non_SSB,bag_in_box,ghg,bev,725396.3637089587
scen6_2,tea,non_SSB,bag_in_box,h2o,bev,92185.95402997927
scen6_2,tea,SSB,alum_can,ghg,bev,6142540.0546771
scen6_2,tea,SSB,alum_can,h2o,bev,3454874.538242539
scen6_2,tea,SSB,glass,ghg,bev,3866554.2848627074
scen6_2,tea,SSB,glass,h2o,bev,2174745.2732250816
scen6_2,tea,SSB,plastic,ghg,bev,1448454.1799129944
scen6_2,tea,SSB,plastic,h2o,bev,814683.733674968
scen6_2,tea,SSB,bag_in_box,ghg,bev,127049.43708769955
scen6_2,tea,SSB,bag_in_box,h2o,bev,71459.01555141175
scen6_2,water_bottled,non_SSB,plastic,ghg,bev,6449302.2614496
scen6_2,water_bottled,non_SSB,plastic,h2o,bev,356770.7157588
scen0,coffee,non_SSB,alum_can,ghg,cont,34452.86425864694
scen0,coffee,non_SSB,alum_can,h2o,cont,533.9568146050767
scen0,coffee,non_SSB,alum_can,plastic,cont,3.3358957329885346
scen0,coffee,SSB,alum_can,ghg,cont,3573.5615364370146
scen0,coffee,SSB,alum_can,h2o,cont,55.3837126709206
scen0,coffee,SSB,alum_can,plastic,cont,0.34600980027314454
scen0,coffee,non_SSB,glass,ghg,cont,613019.4459706146
scen0,coffee,non_SSB,glass,h2o,cont,2162.661908057677
scen0,coffee,non_SSB,glass,plastic,cont,47.46010156376574
scen0,coffee,SSB,glass,ghg,cont,413328.6591625838
scen0,coffee,SSB,glass,h2o,cont,1458.1758418187665
scen0,coffee,SSB,glass,plastic,cont,31.999996528677286
scen0,coffee,non_SSB,plastic,ghg,cont,38340.412972412756
scen0,coffee,non_SSB,plastic,h2o,cont,1100.5249468351637
scen0,coffee,non_SSB,plastic,plastic,cont,217.24135334565818
scen0,coffee,SSB,plastic,ghg,cont,7595.718161011982
scen0,coffee,SSB,plastic,h2o,cont,218.02783739803183
scen0,coffee,SSB,plastic,plastic,cont,43.038245157081214
scen0,coffee_milk,non_SSB,alum_can,ghg,cont,4764.734252399999
scen0,coffee_milk,non_SSB,alum_can,h2o,cont,73.84472607999999
scen0,coffee_milk,non_SSB,alum_can,plastic,cont,0.46134499999999995
scen0,coffee_milk,SSB,alum_can,ghg,cont,1172234.1556149502
scen0,coffee_milk,SSB,alum_can,h2o,cont,18167.50012435722
scen0,coffee_milk,SSB,alum_can,plastic,cont,113.50147518715777
scen0,coffee_milk,non_SSB,glass,ghg,cont,273741.27156341996
scen0,coffee_milk,non_SSB,glass,h2o,cont,965.7276364799999
scen0,coffee_milk,non_SSB,glass,plastic,cont,21.19311
scen0,coffee_milk,SSB,glass,ghg,cont,9794902.96060381
scen0,coffee_milk,SSB,glass,h2o,cont,34555.28803410039
scen0,coffee_milk,SSB,glass,plastic,cont,758.3235611415992
scen0,coffee_milk,non_SSB,plastic,ghg,cont,13985.780392399998
scen0,coffee_milk,non_SSB,plastic,h2o,cont,401.44847249999987
scen0,coffee_milk,non_SSB,plastic,plastic,cont,79.2451
scen0,coffee_milk,SSB,plastic,ghg,cont,392669.94474683545
scen0,coffee_milk,SSB,plastic,h2o,cont,11271.215841551304
scen0,coffee_milk,SSB,plastic,plastic,cont,2224.914746649876
scen0,juice,non_SSB,alum_can,ghg,cont,54378.59465864964
scen0,juice,non_SSB,alum_can,h2o,cont,842.7694420020777
scen0,juice,non_SSB,alum_can,plastic,cont,5.26520293134045
scen0,juice,SSB,alum_can,ghg,cont,2042795.2539228639
scen0,juice,SSB,alum_can,h2o,cont,31659.6158300906
scen0,juice,SSB,alum_can,plastic,cont,197.7934815454481
scen0,juice,SSB,bag_in_box,ghg,cont,1659737.1560499354
scen0,juice,SSB,bag_in_box,h2o,cont,33165.35367255068
scen0,juice,SSB,bag_in_box,plastic,cont,3264.784381944403
scen0,juice,non_SSB,carton,ghg,cont,120444.78055318013
scen0,juice,non_SSB,carton,h2o,cont,4763.4525612356265
scen0,juice,non_SSB,carton,plastic,cont,268.80270802108487
scen0,juice,SSB,carton,ghg,cont,70606.17924272628
scen0,juice,SSB,carton,h2o,cont,2792.3931930311123
scen0,juice,SSB,carton,plastic,cont,157.57538098620273
scen0,juice,non_SSB,glass,ghg,cont,430881.0656274165
scen0,juice,non_SSB,glass,h2o,cont,1520.0987075708238
scen0,juice,non_SSB,glass,plastic,cont,33.35890773285691
scen0,juice,SSB,glass,ghg,cont,3220331.718737273
scen0,juice,SSB,glass,h2o,cont,11360.958914436878
scen0,juice,SSB,glass,plastic,cont,249.31879640179247
scen0,juice,non_SSB,plastic,ghg,cont,7428820.305330358
scen0,juice,non_SSB,plastic,h2o,cont,213237.1938052494
scen0,juice,non_SSB,plastic,plastic,cont,42092.58199834444
scen0,juice,SSB,plastic,ghg,cont,2368045.2419437254
scen0,juice,SSB,plastic,h2o,cont,67972.47765350243
scen0,juice,SSB,plastic,plastic,cont,13417.626813611965
scen0,milk_almond,non_SSB,carton,ghg,cont,54085.473286
scen0,milk_almond,non_SSB,carton,h2o,cont,2139.018271
scen0,milk_almond,non_SSB,carton,plastic,cont,120.70528599999999
scen0,milk_almond,SSB,carton,ghg,cont,6437073.724446899
scen0,milk_almond,SSB,carton,h2o,cont,254578.8632662301
scen0,milk_almond,SSB,carton,plastic,cont,14365.942973333864
scen0,milk_almond,SSB,plastic,ghg,cont,1541399.0605158748
scen0,milk_almond,SSB,plastic,h2o,cont,44244.38829979701
scen0,milk_almond,SSB,plastic,plastic,cont,8733.750942983708
scen0,milk_an,SSB,bag_in_box,ghg,cont,2886625.813358962
scen0,milk_an,SSB,bag_in_box,h2o,cont,57683.91579716204
scen0,milk_an,SSB,bag_in_box,plastic,cont,5678.274472027493
scen0,milk_an,non_SSB,carton,ghg,cont,167624.30902716576
scen0,milk_an,non_SSB,carton,h2o,cont,6629.348656650632
scen0,milk_an,non_SSB,carton,plastic,cont,374.0956477293832
scen0,milk_an,SSB,carton,ghg,cont,34263.51870273087
scen0,milk_an,SSB,carton,h2o,cont,1355.0827621741955
scen0,milk_an,SSB,carton,plastic,cont,76.46762749971211
scen0,milk_an,non_SSB,plastic,ghg,cont,10767082.584479224
scen0,milk_an,non_SSB,plastic,h2o,cont,309058.8251456732
scen0,milk_an,non_SSB,plastic,plastic,cont,61007.57427729754
scen0,milk_an,SSB,plastic,ghg,cont,84080.09019540323
scen0,milk_an,SSB,plastic,h2o,cont,2413.438709144109
scen0,milk_an,SSB,plastic,plastic,cont,476.4078205578323
scen0,milk_other_plant,non_SSB,bag_in_box,ghg,cont,0
scen0,milk_other_plant,non_SSB,bag_in_box,h2o,cont,0
scen0,milk_other_plant,non_SSB,bag_in_box,plastic,cont,0
scen0,milk_other_plant,SSB,bag_in_box,ghg,cont,111136.4850692193
scen0,milk_other_plant,SSB,bag_in_box,h2o,cont,2221.0311743962725
scen0,milk_other_plant,SSB,bag_in_box,plastic,cont,218.52999664146117
scen0,milk_other_plant,non_SSB,carton,ghg,cont,0
scen0,milk_other_plant,non_SSB,carton,h2o,cont,0
scen0,milk_other_plant,non_SSB,carton,plastic,cont,0
scen0,milk_other_plant,SSB,carton,ghg,cont,249844.77201553062
scen0,milk_other_plant,SSB,carton,h2o,cont,9881.073415574316
scen0,milk_other_plant,SSB,carton,plastic,cont,557.5912131205422
scen0,milk_soy,non_SSB,carton,ghg,cont,1114162.0197260003
scen0,milk_soy,non_SSB,carton,h2o,cont,44063.826611000004
scen0,milk_soy,non_SSB,carton,plastic,cont,2486.531726
scen0,milk_soy,SSB,carton,ghg,cont,3351631.36522
scen0,milk_soy,SSB,carton,h2o,cont,132553.16616999998
scen0,milk_soy,SSB,carton,plastic,cont,7480.005219999999
scen0,probiotic,SSB,glass,ghg,cont,3600713.0048960005
scen0,probiotic,SSB,glass,h2o,cont,12702.900224
scen0,probiotic,SSB,glass,plastic,cont,278.76800000000003
scen0,probiotic,non_SSB,plastic,ghg,cont,80897.2202892
scen0,probiotic,non_SSB,plastic,h2o,cont,2322.0774675
scen0,probiotic,non_SSB,plastic,plastic,cont,458.37330000000003
scen0,soda,non_SSB,alum_can,ghg,cont,5980176.914397568
scen0,soda,non_SSB,alum_can,h2o,cont,92681.87956782512
scen0,soda,non_SSB,alum_can,plastic,cont,579.0301352448091
scen0,soda,SSB,alum_can,ghg,cont,5357040.343233704
scen0,soda,SSB,alum_can,h2o,cont,83024.39460214249
scen0,soda,SSB,alum_can,plastic,cont,518.6949882680834
scen0,soda,non_SSB,bag_in_box,ghg,cont,768206.7606323436
scen0,soda,non_SSB,bag_in_box,h2o,cont,15352.394514580232
scen0,soda,non_SSB,bag_in_box,plastic,cont,1510.5410317446626
scen0,soda,SSB,bag_in_box,ghg,cont,3782539.666515904
scen0,soda,SSB,bag_in_box,h2o,cont,75592.98382065808
scen0,soda,SSB,bag_in_box,plastic,cont,7437.686913573725
scen0,soda,SSB,carton,ghg,cont,309.44388201822443
scen0,soda,SSB,carton,h2o,cont,12.238149678122248
scen0,soda,SSB,carton,plastic,cont,0.6906015610226426
scen0,soda,non_SSB,glass,ghg,cont,1860209.9703114745
scen0,soda,non_SSB,glass,h2o,cont,6562.606243937282
scen0,soda,non_SSB,glass,plastic,cont,144.01786876617982
scen0,soda,SSB,glass,ghg,cont,795998.8171421249
scen0,soda,SSB,glass,h2o,cont,2808.19202719837
scen0,soda,SSB,glass,plastic,cont,61.62640509125637
scen0,soda,non_SSB,plastic,ghg,cont,3623512.426454836
scen0,soda,non_SSB,plastic,h2o,cont,104009.46446117044
scen0,soda,non_SSB,plastic,plastic,cont,20531.253639710634
scen0,soda,SSB,plastic,ghg,cont,13956963.46591523
scen0,soda,SSB,plastic,h2o,cont,400621.31013973994
scen0,soda,SSB,plastic,plastic,cont,79081.81985710435
scen0,tea,non_SSB,alum_can,ghg,cont,232373.2332305788
scen0,tea,non_SSB,alum_can,h2o,cont,3601.3630240957878
scen0,tea,non_SSB,alum_can,plastic,cont,22.499519092961492
scen0,tea,SSB,alum_can,ghg,cont,13892748.856486121
scen0,tea,SSB,alum_can,h2o,cont,215312.3719940312
scen0,tea,SSB,alum_can,plastic,cont,1345.1642592589915
scen0,tea,non_SSB,bag_in_box,ghg,cont,194489.4100375717
scen0,tea,non_SSB,bag_in_box,h2o,cont,3886.815769945786
scen0,tea,non_SSB,bag_in_box,plastic,cont,382.4285975558689
scen0,tea,SSB,bag_in_box,ghg,cont,23884.607459858395
scen0,tea,SSB,bag_in_box,h2o,cont,477.32711470515744
scen0,tea,SSB,bag_in_box,plastic,cont,46.96480354524981
scen0,tea,non_SSB,glass,ghg,cont,1204747.72947116
scen0,tea,non_SSB,glass,h2o,cont,4250.211050354099
scen0,tea,non_SSB,glass,plastic,cont,93.27183660362753
scen0,tea,SSB,glass,ghg,cont,21890546.980885133
scen0,tea,SSB,glass,h2o,cont,77227.32519055624
scen0,tea,SSB,glass,plastic,cont,1694.7710057618556
scen0,tea,non_SSB,plastic,ghg,cont,994268.3034528386
scen0,tea,non_SSB,plastic,h2o,cont,28539.522320342516
scen0,tea,non_SSB,plastic,plastic,cont,5633.642808860794
scen0,tea,SSB,plastic,ghg,cont,3999201.973163244
scen0,tea,SSB,plastic,h2o,cont,114793.27418996218
scen0,tea,SSB,plastic,plastic,cont,22659.95542556454
scen0,water_bottled,non_SSB,plastic,ghg,cont,20285096.944596
scen0,water_bottled,non_SSB,plastic,h2o,cont,582264.339525
scen0,water_bottled,non_SSB,plastic,plastic,cont,114937.77900000001
scen0,water_ucsb,non_SSB,steel_bott_reuse,ghg,cont,0
scen0,water_ucsb,non_SSB,steel_bott_reuse,h2o,cont,0
scen0,water_ucsb,non_SSB,steel_bott_reuse,plastic,cont,0
scen1,coffee,non_SSB,alum_can,ghg,cont,0
scen1,coffee,non_SSB,alum_can,h2o,cont,0
scen1,coffee,non_SSB,alum_can,plastic,cont,0
scen1,coffee,SSB,alum_can,ghg,cont,0
scen1,coffee,SSB,alum_can,h2o,cont,0
scen1,coffee,SSB,alum_can,plastic,cont,0
scen1,coffee,non_SSB,glass,ghg,cont,0
scen1,coffee,non_SSB,glass,h2o,cont,0
scen1,coffee,non_SSB,glass,plastic,cont,0
scen1,coffee,SSB,glass,ghg,cont,0
scen1,coffee,SSB,glass,h2o,cont,0
scen1,coffee,SSB,glass,plastic,cont,0
scen1,coffee,non_SSB,plastic,ghg,cont,0
scen1,coffee,non_SSB,plastic,h2o,cont,0
scen1,coffee,non_SSB,plastic,plastic,cont,0
scen1,coffee,SSB,plastic,ghg,cont,0
scen1,coffee,SSB,plastic,h2o,cont,0
scen1,coffee,SSB,plastic,plastic,cont,0
scen1,coffee_milk,non_SSB,alum_can,ghg,cont,0
scen1,coffee_milk,non_SSB,alum_can,h2o,cont,0
scen1,coffee_milk,non_SSB,alum_can,plastic,cont,0
scen1,coffee_milk,SSB,alum_can,ghg,cont,0
scen1,coffee_milk,SSB,alum_can,h2o,cont,0
scen1,coffee_milk,SSB,alum_can,plastic,cont,0
scen1,coffee_milk,non_SSB,glass,ghg,cont,0
scen1,coffee_milk,non_SSB,glass,h2o,cont,0
scen1,coffee_milk,non_SSB,glass,plastic,cont,0
scen1,coffee_milk,SSB,glass,ghg,cont,0
scen1,coffee_milk,SSB,glass,h2o,cont,0
scen1,coffee_milk,SSB,glass,plastic,cont,0
scen1,coffee_milk,non_SSB,plastic,ghg,cont,0
scen1,coffee_milk,non_SSB,plastic,h2o,cont,0
scen1,coffee_milk,non_SSB,plastic,plastic,cont,0
scen1,coffee_milk,SSB,plastic,ghg,cont,0
scen1,coffee_milk,SSB,plastic,h2o,cont,0
scen1,coffee_milk,SSB,plastic,plastic,cont,0
scen1,juice,non_SSB,alum_can,ghg,cont,0
scen1,juice,non_SSB,alum_can,h2o,cont,0
scen1,juice,non_SSB,alum_can,plastic,cont,0
scen1,juice,SSB,alum_can,ghg,cont,0
scen1,juice,SSB,alum_can,h2o,cont,0
scen1,juice,SSB,alum_can,plastic,cont,0
scen1,juice,SSB,bag_in_box,ghg,cont,0
scen1,juice,SSB,bag_in_box,h2o,cont,0
scen1,juice,SSB,bag_in_box,plastic,cont,0
scen1,juice,non_SSB,carton,ghg,cont,0
scen1,juice,non_SSB,carton,h2o,cont,0
scen1,juice,non_SSB,carton,plastic,cont,0
scen1,juice,SSB,carton,ghg,cont,0
scen1,juice,SSB,carton,h2o,cont,0
scen1,juice,SSB,carton,plastic,cont,0
scen1,juice,non_SSB,glass,ghg,cont,0
scen1,juice,non_SSB,glass,h2o,cont,0
scen1,juice,non_SSB,glass,plastic,cont,0
scen1,juice,SSB,glass,ghg,cont,0
scen1,juice,SSB,glass,h2o,cont,0
scen1,juice,SSB,glass,plastic,cont,0
scen1,juice,non_SSB,plastic,ghg,cont,0
scen1,juice,non_SSB,plastic,h2o,cont,0
scen1,juice,non_SSB,plastic,plastic,cont,0
scen1,juice,SSB,plastic,ghg,cont,0
scen1,juice,SSB,plastic,h2o,cont,0
scen1,juice,SSB,plastic,plastic,cont,0
scen1,milk_almond,non_SSB,carton,ghg,cont,0
scen1,milk_almond,non_SSB,carton,h2o,cont,0
scen1,milk_almond,non_SSB,carton,plastic,cont,0
scen1,milk_almond,SSB,carton,ghg,cont,0
scen1,milk_almond,SSB,carton,h2o,cont,0
scen1,milk_almond,SSB,carton,plastic,cont,0
scen1,milk_almond,SSB,plastic,ghg,cont,0
scen1,milk_almond,SSB,plastic,h2o,cont,0
scen1,milk_almond,SSB,plastic,plastic,cont,0
scen1,milk_an,SSB,bag_in_box,ghg,cont,0
scen1,milk_an,SSB,bag_in_box,h2o,cont,0
scen1,milk_an,SSB,bag_in_box,plastic,cont,0
scen1,milk_an,non_SSB,carton,ghg,cont,0
scen1,milk_an,non_SSB,carton,h2o,cont,0
scen1,milk_an,non_SSB,carton,plastic,cont,0
scen1,milk_an,SSB,carton,ghg,cont,0
scen1,milk_an,SSB,carton,h2o,cont,0
scen1,milk_an,SSB,carton,plastic,cont,0
scen1,milk_an,non_SSB,plastic,ghg,cont,0
scen1,milk_an,non_SSB,plastic,h2o,cont,0
scen1,milk_an,non_SSB,plastic,plastic,cont,0
scen1,milk_an,SSB,plastic,ghg,cont,0
scen1,milk_an,SSB,plastic,h2o,cont,0
scen1,milk_an,SSB,plastic,plastic,cont,0
scen1,milk_other_plant,non_SSB,bag_in_box,ghg,cont,0
scen1,milk_other_plant,non_SSB,bag_in_box,h2o,cont,0
scen1,milk_other_plant,non_SSB,bag_in_box,plastic,cont,0
scen1,milk_other_plant,SSB,bag_in_box,ghg,cont,0
scen1,milk_other_plant,SSB,bag_in_box,h2o,cont,0
scen1,milk_other_plant,SSB,bag_in_box,plastic,cont,0
scen1,milk_other_plant,non_SSB,carton,ghg,cont,0
scen1,milk_other_plant,non_SSB,carton,h2o,cont,0
scen1,milk_other_plant,non_SSB,carton,plastic,cont,0
scen1,milk_other_plant,SSB,carton,ghg,cont,0
scen1,milk_other_plant,SSB,carton,h2o,cont,0
scen1,milk_other_plant,SSB,carton,plastic,cont,0
scen1,milk_soy,non_SSB,carton,ghg,cont,0
scen1,milk_soy,non_SSB,carton,h2o,cont,0
scen1,milk_soy,non_SSB,carton,plastic,cont,0
scen1,milk_soy,SSB,carton,ghg,cont,0
scen1,milk_soy,SSB,carton,h2o,cont,0
scen1,milk_soy,SSB,carton,plastic,cont,0
scen1,probiotic,SSB,glass,ghg,cont,0
scen1,probiotic,SSB,glass,h2o,cont,0
scen1,probiotic,SSB,glass,plastic,cont,0
scen1,probiotic,non_SSB,plastic,ghg,cont,0
scen1,probiotic,non_SSB,plastic,h2o,cont,0
scen1,probiotic,non_SSB,plastic,plastic,cont,0
scen1,soda,non_SSB,alum_can,ghg,cont,0
scen1,soda,non_SSB,alum_can,h2o,cont,0
scen1,soda,non_SSB,alum_can,plastic,cont,0
scen1,soda,SSB,alum_can,ghg,cont,0
scen1,soda,SSB,alum_can,h2o,cont,0
scen1,soda,SSB,alum_can,plastic,cont,0
scen1,soda,non_SSB,bag_in_box,ghg,cont,0
scen1,soda,non_SSB,bag_in_box,h2o,cont,0
scen1,soda,non_SSB,bag_in_box,plastic,cont,0
scen1,soda,SSB,bag_in_box,ghg,cont,0
scen1,soda,SSB,bag_in_box,h2o,cont,0
scen1,soda,SSB,bag_in_box,plastic,cont,0
scen1,soda,SSB,carton,ghg,cont,0
scen1,soda,SSB,carton,h2o,cont,0
scen1,soda,SSB,carton,plastic,cont,0
scen1,soda,non_SSB,glass,ghg,cont,0
scen1,soda,non_SSB,glass,h2o,cont,0
scen1,soda,non_SSB,glass,plastic,cont,0
scen1,soda,SSB,glass,ghg,cont,0
scen1,soda,SSB,glass,h2o,cont,0
scen1,soda,SSB,glass,plastic,cont,0
scen1,soda,non_SSB,plastic,ghg,cont,0
scen1,soda,non_SSB,plastic,h2o,cont,0
scen1,soda,non_SSB,plastic,plastic,cont,0
scen1,soda,SSB,plastic,ghg,cont,0
scen1,soda,SSB,plastic,h2o,cont,0
scen1,soda,SSB,plastic,plastic,cont,0
scen1,tea,non_SSB,alum_can,ghg,cont,0
scen1,tea,non_SSB,alum_can,h2o,cont,0
scen1,tea,non_SSB,alum_can,plastic,cont,0
scen1,tea,SSB,alum_can,ghg,cont,0
scen1,tea,SSB,alum_can,h2o,cont,0
scen1,tea,SSB,alum_can,plastic,cont,0
scen1,tea,non_SSB,bag_in_box,ghg,cont,0
scen1,tea,non_SSB,bag_in_box,h2o,cont,0
scen1,tea,non_SSB,bag_in_box,plastic,cont,0
scen1,tea,SSB,bag_in_box,ghg,cont,0
scen1,tea,SSB,bag_in_box,h2o,cont,0
scen1,tea,SSB,bag_in_box,plastic,cont,0
scen1,tea,non_SSB,glass,ghg,cont,0
scen1,tea,non_SSB,glass,h2o,cont,0
scen1,tea,non_SSB,glass,plastic,cont,0
scen1,tea,SSB,glass,ghg,cont,0
scen1,tea,SSB,glass,h2o,cont,0
scen1,tea,SSB,glass,plastic,cont,0
scen1,tea,non_SSB,plastic,ghg,cont,0
scen1,tea,non_SSB,plastic,h2o,cont,0
scen1,tea,non_SSB,plastic,plastic,cont,0
scen1,tea,SSB,plastic,ghg,cont,0
scen1,tea,SSB,plastic,h2o,cont,0
scen1,tea,SSB,plastic,plastic,cont,0
scen1,water_bottled,non_SSB,plastic,ghg,cont,0
scen1,water_bottled,non_SSB,plastic,h2o,cont,0
scen1,water_bottled,non_SSB,plastic,plastic,cont,0
scen1,water_ucsb,non_SSB,steel_bott_reuse,ghg,cont,16050579.337093
scen1,water_ucsb,non_SSB,steel_bott_reuse,h2o,cont,188828.13138299997
scen1,water_ucsb,non_SSB,steel_bott_reuse,plastic,cont,2352.119225
scen2_1,coffee,non_SSB,alum_can,ghg,cont,103722.19506331345
scen2_1,coffee,non_SSB,alum_can,h2o,cont,1607.505618809422
scen2_1,coffee,non_SSB,alum_can,plastic,cont,10.042892960374738
scen2_1,coffee,SSB,alum_can,ghg,cont,0
scen2_1,coffee,SSB,alum_can,h2o,cont,0
scen2_1,coffee,SSB,alum_can,plastic,cont,0
scen2_1,coffee,non_SSB,glass,ghg,cont,1845527.9095296194
scen2_1,coffee,non_SSB,glass,h2o,cont,6510.809626728132
scen2_1,coffee,non_SSB,glass,plastic,cont,142.88118036183576
scen2_1,coffee,SSB,glass,ghg,cont,0
scen2_1,coffee,SSB,glass,h2o,cont,0
scen2_1,coffee,SSB,glass,plastic,cont,0
scen2_1,coffee,non_SSB,plastic,ghg,cont,115425.86889955046
scen2_1,coffee,non_SSB,plastic,h2o,cont,3313.189357805877
scen2_1,coffee,non_SSB,plastic,plastic,cont,654.0167417831252
scen2_1,coffee,SSB,plastic,ghg,cont,0
scen2_1,coffee,SSB,plastic,h2o,cont,0
scen2_1,coffee,SSB,plastic,plastic,cont,0
scen2_1,coffee_milk,non_SSB,alum_can,ghg,cont,14344.494173971387
scen2_1,coffee_milk,non_SSB,alum_can,h2o,cont,222.3136038488443
scen2_1,coffee_milk,non_SSB,alum_can,plastic,cont,1.3889044622703688
scen2_1,coffee_milk,SSB,alum_can,ghg,cont,0
scen2_1,coffee_milk,SSB,alum_can,h2o,cont,0
scen2_1,coffee_milk,SSB,alum_can,plastic,cont,0
scen2_1,coffee_milk,non_SSB,glass,ghg,cont,824113.1335161297
scen2_1,coffee_milk,non_SSB,glass,h2o,cont,2907.3760930429257
scen2_1,coffee_milk,non_SSB,glass,plastic,cont,63.803021704769264
scen2_1,coffee_milk,SSB,glass,ghg,cont,0
scen2_1,coffee_milk,SSB,glass,h2o,cont,0
scen2_1,coffee_milk,SSB,glass,plastic,cont,0
scen2_1,coffee_milk,non_SSB,plastic,ghg,cont,42104.96005232047
scen2_1,coffee_milk,non_SSB,plastic,h2o,cont,1208.582676363401
scen2_1,coffee_milk,non_SSB,plastic,plastic,cont,238.57172615518016
scen2_1,coffee_milk,SSB,plastic,ghg,cont,0
scen2_1,coffee_milk,SSB,plastic,h2o,cont,0
scen2_1,coffee_milk,SSB,plastic,plastic,cont,0
scen2_1,juice,non_SSB,alum_can,ghg,cont,163710.08159273077
scen2_1,juice,non_SSB,alum_can,h2o,cont,2537.208895891802
scen2_1,juice,non_SSB,alum_can,plastic,cont,15.851215113278451
scen2_1,juice,SSB,alum_can,ghg,cont,0
scen2_1,juice,SSB,alum_can,h2o,cont,0
scen2_1,juice,SSB,alum_can,plastic,cont,0
scen2_1,juice,SSB,bag_in_box,ghg,cont,0
scen2_1,juice,SSB,bag_in_box,h2o,cont,0
scen2_1,juice,SSB,bag_in_box,plastic,cont,0
scen2_1,juice,non_SSB,carton,ghg,cont,362606.37067867396
scen2_1,juice,non_SSB,carton,h2o,cont,14340.66496859983
scen2_1,juice,non_SSB,carton,plastic,cont,809.246975555649
scen2_1,juice,SSB,carton,ghg,cont,0
scen2_1,juice,SSB,carton,h2o,cont,0
scen2_1,juice,SSB,carton,plastic,cont,0
